reference;brand;group
F 45802.2           ;INA                 ;ROLAMENTO                     
F 45809             ;INA                 ;ROLAMENTO                     
F 45809.01          ;INA                 ;ROLAMENTO                     
F 45810             ;INA                 ;ROLAMENTO                     
F 45813             ;INA                 ;ROLAMENTO                     
F 45814             ;INA                 ;ROLAMENTO                     
F 45815             ;INA                 ;ROLAMENTO                     
F 45815.1           ;INA                 ;ROLAMENTO                     
F 45818             ;INA                 ;ROLAMENTO                     
F 45853             ;INA                 ;ROLAMENTO                     
F 45858             ;INA                 ;ROLAMENTO                     
F 45859.2           ;INA                 ;ROLAMENTO                     
F 45864             ;INA                 ;ROLAMENTO                     
F 45864.1           ;INA                 ;ROLAMENTO                     
F 45869.2           ;INA                 ;ROLAMENTO                     
F 45875.1           ;INA                 ;ROLAMENTO                     
F 45883.2           ;INA                 ;ROLAMENTO                     
F 45884             ;INA                 ;ROLAMENTO                     
F 45884 = BL 210 ZNR;INA                 ;ROLAMENTO                     
F 45884.1           ;INA                 ;ROLAMENTO                     
F 45893             ;INA                 ;ROLAMENTO                     
F 45898             ;INA                 ;ROLAMENTO                     
F 45907             ;INA                 ;ROLAMENTO                     
F 45908             ;INA                 ;ROLAMENTO                     
F 45914             ;INA                 ;ROLAMENTO                     
F 45914.1           ;INA                 ;ROLAMENTO                     
F 45917             ;INA                 ;ROLAMENTO                     
F 45917 NR C4       ;INA                 ;ROLAMENTO                     
F 45920             ;INA                 ;ROLAMENTO                     
F 45920.1           ;INA                 ;ROLAMENTO                     
F 45920.2           ;INA                 ;ROLAMENTO                     
F 45928             ;INA                 ;ROLAMENTO                     
F 45930             ;INA                 ;ROLAMENTO                     
F 45951.1           ;INA                 ;ROLAMENTO                     
F 45959             ;INA                 ;ROLAMENTO                     
F 45959.1           ;INA                 ;ROLAMENTO                     
F 45980             ;INA                 ;ROLAMENTO                     
F 45984.1           ;INA                 ;ROLAMENTO                     
F 45994             ;INA                 ;ROLAMENTO                     
F 4644              ;INA                 ;ROLAMENTO                     
F 4644 #            ;INA                 ;ROLAMENTO                     
F 4650              ;INA                 ;ROLAMENTO                     
F 47905             ;INA                 ;ROLAMENTO                     
F 50119.2           ;INA                 ;ROLAMENTO                     
F 50463             ;INA                 ;ROLAMENTO                     
F 50558             ;INA                 ;ROLAMENTO                     
F 5082 #            ;INA                 ;ROLAMENTO                     
F 50907             ;INA                 ;ROLAMENTO                     
F 51025             ;INA                 ;ROLAMENTO                     
F 51201             ;INA                 ;ROLAMENTO                     
F 51513             ;INA                 ;ROLAMENTO                     
F 52385 A           ;INA                 ;ROLAMENTO                     
F 52386             ;INA                 ;ROLAMENTO                     
F 52386 A           ;INA                 ;ROLAMENTO                     
F 52521             ;INA                 ;ROLAMENTO                     
F 52521.2           ;INA                 ;ROLAMENTO                     
F 52521.2 #         ;INA                 ;ROLAMENTO                     
F 53381             ;INA                 ;ROLAMENTO                     
F 54208             ;INA                 ;ROLAMENTO                     
F 54217             ;INA                 ;ROLAMENTO                     
F 54265             ;INA                 ;ROLAMENTO                     
F 54464             ;INA                 ;ROLAMENTO                     
F 54686             ;INA                 ;ROLAMENTO                     
F 54825             ;INA                 ;ROLAMENTO                     
F 54825.2           ;INA                 ;ROLAMENTO                     
F 54970             ;INA                 ;ROLAMENTO                     
F 54973             ;INA                 ;ROLAMENTO                     
F 553648            ;INA                 ;ROLAMENTO                     
F 554177            ;INA                 ;ROLAMENTO                     
F 559973            ;INA                 ;ROLAMENTO                     
F 56752             ;INA                 ;ROLAMENTO                     
F 58489             ;INA                 ;ROLAMENTO                     
F 58529             ;INA                 ;ROLAMENTO                     
F 58549             ;INA                 ;ROLAMENTO                     
F 58550             ;INA                 ;ROLAMENTO                     
F 58551             ;INA                 ;ROLAMENTO                     
F 58554             ;INA                 ;ROLAMENTO                     
F 58695             ;INA                 ;ROLAMENTO                     
